title,price,old_price,discount_offer,image_urls,images
городской Trek FX 2 Disc 700C,42999,nan,0,https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/c40c97bd0a3fa1d87c9ea85fc2684c1cb6a4250b.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
Электровелосипед Eltreco Leto,43999,nan,0,https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/c40c97bd0a3fa1d87c9ea85fc2684c1cb6a4250b.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
шоссейный мужской Trek CHECKPOINT AL 4 700C,129999,nan,0,https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/c40c97bd0a3fa1d87c9ea85fc2684c1cb6a4250b.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
горный Trek Procaliber 6 29,149999,nan,0,https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/c40c97bd0a3fa1d87c9ea85fc2684c1cb6a4250b.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
шоссейный мужской Trek Domane SL 4 700C,199999,nan,0,https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/c40c97bd0a3fa1d87c9ea85fc2684c1cb6a4250b.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
шоссейный Trek CHECKPOINT AL 3 700C,86999,nan,0,https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/c40c97bd0a3fa1d87c9ea85fc2684c1cb6a4250b.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
шоссейный Trek EMONDA ALR 4 700C,93999,nan,0,https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/c40c97bd0a3fa1d87c9ea85fc2684c1cb6a4250b.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
Электровелосипед Eltreco Volteco BIGCAT DUAL,94999,nan,0,https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/c40c97bd0a3fa1d87c9ea85fc2684c1cb6a4250b.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
шоссейный CUBE Cross Race,96499,nan,0,https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/c40c97bd0a3fa1d87c9ea85fc2684c1cb6a4250b.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
шоссейный мужской Trek 520 700C,99999,nan,0,https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/c40c97bd0a3fa1d87c9ea85fc2684c1cb6a4250b.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
горный CUBE Reaction Pro,107499,nan,0,https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/c40c97bd0a3fa1d87c9ea85fc2684c1cb6a4250b.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
шоссейный CUBE Cross Race Pro,113999,nan,0,https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/c40c97bd0a3fa1d87c9ea85fc2684c1cb6a4250b.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
горный Trek X-Caliber 9 29,119999,nan,0,https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/c40c97bd0a3fa1d87c9ea85fc2684c1cb6a4250b.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
городской Stern Q-stom alt 28,10999,nan,0,https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://s20050.cdn.ngenix.net/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/c40c97bd0a3fa1d87c9ea85fc2684c1cb6a4250b.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
